RUC,company,total
7-121-620,CARLOS ENRIQUE UPEGUI DEL CID/COMERCIAL CHARLIE,118
2628153-1-837616,"SPORTECHNIC S,S.A",117
153843-1-386483,UNION FENOSA REDES DE TELECOMUNICACION PANAMA  S A(UFINET PANAMA),117
2544504-1-825440,"PACIFIC PANAMA NAVIGATION, SA",117
607929-1-452695,HIPICA DE PANAMA S A,117
155649049-2-2017,"MIRABIEN, S.A.",117
1413541-1-630269,BIO TECNOLOGIA MUNDIAL  S A,117
8-NT-1-13178,AUTORIDAD AERONAUTICA CIVIL,117
155614108-2-2015,"DIMAFE, S. A.",117
52090-108-323391,PALL S.A,117
1246426-1-592236,PANAMA NATURA MEAT CORP,117
2505511-1-819636,INDUSTRIAL ASSESSORS PANAMA,117
1-725-1990,NESRIM YAMAL ABDALA,117
1485845-1-644685,LANCO MEDICAL GROUP SA,117
17522-85-164782,SERVICIOS TECNICOS DE COMUNICACIONES S A,117
1490597-1-645477,MEGAPRO   S A,117
577479-1-447566,PAN DATA SERVICES INC,117
155666686-2-2018,"XIOMI MI STORE PANAMA, S.A.",117
155673023-2-2018,"AUTO 2001 PTY, S.A.",117
45836-54-301487,COSCO PANAMA MARITIME S A,117
1996493-1-739483,PANATOOLS S.A,117
1129235-1-748,CATERPILLAR LATIN AMERICA SUPPORT SERVICES,117
8-754-2471,DAVID RODRIGUEZ,116
155652237-2-2017,"INATEC PANAMA 2017, S.A.",116
2185784-1-771010,EQUISER  C A S A,116
31658-156-244279,VICTORIA FLORES S A,116
155633194-2-2016,BRICKELL DISTRIBUTION S.A,116
2306729-1-790663,SUPER FARMACIA UNIV. EL AHORRO,116
155652353-2-2017,"REMAX PANAMA, S.A.",116
1597428-1-1561,ATLANTIC PACIFIC EQUIPMENT SERVICES COMPANY,116
665218-1-461830,CENTRAL DE ENGORDE S A,116
155594837-2-2015,"MARMOLES CAPITEL, SA",116
1611926-1-668527,HUMICLIMA PANAMA  S A,116
3087-159-47869,TRAILMOVIL S A,116
155619864-2-2015,"BMA PANAMA, SA",116
58630-28-10,MARTIN BROWER Y COMPAÑIA,116
501879-1-435873,TASTY FOODS INDUSTRIES INC,116
1816707-1-708250,ESCARH DE PANAMA  S A,116
155636057-2-2016,"MIRCON, S.A.",116
2169218-1-768370,YONG XING IMPORT Y EXPORT INC,116
2459837-1-813346,P&H HOLDING S.A.,116
2373733-1-801206,SOLAR INVESTMENT TRADING CORP,116
30544-114-239243,ORYU S A,116
155618619-2-2015,LUBRICANTES V/ CTROAMERICA SA,116
1233727-1-589442,TUDO BEM  TUDO BOM AMERICA S A,116
642809-1-458382,AUTOS POPULAR S A,116
1726460-1-691468,HORIZONTES 88 S A,115
8-806-755,AG CARGO EXPRESS,115
155662138-2-2018,"MENARDS, S. A.",115
E-8-103939,DISTRIBUIDORA ESCOLAR ADALO,115
1020942-1-540436,TECNOLOGIA  SERVICIOS E INGENIERIA HOLDING  S A,115
155590028-2-2014,"METRO DE PANAMA, SA",115
E-8-55966,ZHI XIONG LUO,115
1587121-1-663636,DOLPHIN MARINE SUPPLIERS,115
8-520-168,GUSTAVO DE LEON / SERVICIOS SADEL,115
2547939-1-825936,UNICLIMA PANAMA S.A,115
2131192-1-761998,TECNOLUZ S A,115
1130462-1-566912,METROPOLITAN KITCHENS  S A,115
093286208,JONATHAN MENDOZA SERRANO/TORNILLOS Y FIJACIONES PANAMA,115
644698-1-458774,THERMOSEAL INC,115
2628140-1-837615,"GO GROUP DEVELOPERS, SA",115
N-19-1694,SEN NUN YAO CHONG,115
1569299-1-660412,DECONCRETO  S A,115
30779-108-240388,PLAZA MAYORISTA S A,115
2426919-1-808665,LK PANAMA S.A.,115
53203-114-327108,CENTRO UTIL S A,115
E-8-40929,IMPORTACIONES SUN FAT,115
449725-1-431408,TRANSPORTE DLT S A,115
1359179-1-619339,JAC DISTRIBUIDORES CORPORATION,115
1305609-1-606877,CAFRATA  S A,115
2605110-1-834458,DORELTAL S.A,114
2240814-1-779705,PETROC S.A,114
1-722-1029,NADDIR OSEGUERA GONZALEZ/OG SA,114
1556390-1-658256,MORTERO SECO PANAMA  S A   (MSP),114
648133-1-459272,OLIVERA E HIJOS S A,114
155609563-2-2015,"BORCA, S.A.",114
1769855-1-699767,ICEE COMPANY (PANAMA)  S  A,114
155636769-2-2016,FCO UNDERGROUND PANAMA SA,114
1059083-1-549387,INGENIERIA Y DESARROLLO ELECTRICOS  S A,114
543790-1-442150,SUSAETA EDICIONES PANAMA S A,114
155662084-2-2018,DISATYR PANAMA S.A. (DISATYR),114
155642124-2-2016,"DRENAJES Y ACABADOS, S.A",114
8-755-2037,DEYBY ALEXANDER MOJICA,114
1508255-1-649124,CABO ZARZO S A,113
1148628-1-571257,INVERSIONES H GRIMALDO SA,113
1695556-1-685420,CONSORCIO LICORERO NACIONAL S A,113
33167-164-250748,ALUMAX S A,113
155628962-2-2016,GRUPO GALAXY INTERNACIONAL S.A,113
2194517-1-772300,FULLTECH PANAMA S A,113
31688-2-244383,QUALITY PRODUCTS INC S A,113
E-8-79226,"MERCACENTRO GROUP, S.A/SIU PIN CHONG",113
41818-1-369710,GLOWLEY INTERNATIONAL S A,113
361351-1-419004,MEDITEK SERVICES CORP,113
543820-1-442163,DEKA GROUP S A,113
8-NT-2-17612,MINISTERIO DE SEGURIDAD PUBLICA,113
1018148-1-539861,GAMING & AMUSEMENT SUPPLIES  INC,113
57749-2-339693,NEO TEC S A,113
155604680-2-2015,"J.M.J, S. A.",113
38138-122-270593,FOREVER LIVING PRODUCTS PANAMA INC,113
418713-1-427035,INVRSIONES A J ELECTRONIC S A,113
56606-100-336589,LA CASA DEL TELEFONO DE PANAMA S A,113
2164466-1-767549,ULTRACEM S.A.,113
922551-1-519689,MIRABELLA IMPORT INC,113
4-732-1904,YINAN ZAAL ALI ELARAJ,113
261673-1-404614,CANAL  MOVERS AND  LOGISTICS  CORP,113
8-849-366,VENTAS INTERNACIONALES,113
37765-2-268836,INVERSIONES ALEJANDRA S A,113
87102-1-376512,INVERSIONES J N G S A,113
8-743-751,SUSY CHEUNG LEE DE LO,113
E-8-56597,MARGARITA NU?EZ ORTIZ,113
800-125-151808,CONSULTORA DELTA S A,113
155660326-2-2018,"COTTON CANDY, S.A.",112
52073-115-323332,C J PLASTICOS S A,112
2393004-1-803886,G GAMING INC,112
155592582-2-2015,"R & L INTERNATIONAL GROUP, CA",112
151608-1-386053,INVERSIONES AGROPECUARIAS DAJAB S A,112
155604680-2-2015,"J. M. J., S. A.",112
2543685-1-825354,"SIEMPRE BELLA, S.A.",112
4-790-468,MOHAMAD HANI ASLAN ASLAN/EL BOMBAZO DE LA OFERTAS,112
2-20-1612,MEHAMAD YUMAS ASSAD KANAAN/BOCAS CITY,112
6,ORGANISMO INTERNACIONAL REGIONAL DE SANIDAD AGROPECUARIA,112
155655257-2-2017,"BAZAR COLOMBIA, S.A.",112
8-876-2303,ALMACEN NEW STAR,112
2563351-1-828177,INQUIVEPA INC,112
1629675-1-671613,BOUTIQUE MAROMA  S A,112
1848561-1-713255,ROBERT BOSCH PANAMA  S A,112
1004484-1-536748,DIESEL ENGINE SERVICES PANAMA    S A,112
2311740-1-791551,HR COMMERCIAL SUPPLIES S.A.,112
4-734-1389,MAS X MENOS DE BOQUETE,112
6-703-227,JUAN DEMOSTENES FERNANDEZ FLORES,112
4127-235-56968,IMPORTADOR SUPERIOR S A,111
1631553-1-671936,REFRIVIALCA PANAMA  S A,111
1350126-1-617103,UCITECH  S A,111
2037819-1-745882,PGJP ENTERPRISES INC,111
1936394-1-729070,BELFRO  S A,111
1427144-1-633258,SOFRATESA DE PANAMA  INC,111
2022203-1-743494,S & L SERVICES INC,111
1430857-1-634091,NGLS INVESTMENT  INC,111
1236720-1-590156,GRUPO G&S  S A,111
155644832-2-2017,"CANTON LOGISTIC, S.A.",111
7-705-137,JAIME FRIAS/ALMACEN MODAS TORTI,111
1207961-1-583646,GRUPO ADVISERS  S A,111
343-426-74957,PROCTER & GAMBLE DE PANAMA S A,111
2066472-1-750706,COOLMED S A,111
1972011-1-735572,MEDI FAST  S A,111
4-147-849,BAUDELIO GUERRA,111
4-147-24825,EDGARDO ARIEL CEDE,111
9-713-1785,ELSA LORENA OTERO PINO,111
155671401-2-2018,"XIMI VOGUE SANTIAGO, S.A.",111
2044079-1-746882,CINDU DE PANAMA S.A,111
155625094-2-2016,"FUNDICIONES GALIPORT S,A",111
1556623138-2-2018,"MENARD, S.A.",111
2611369-1-835432,CHEHABI S.A,111
44333-8-295208,TROPICAL DE ALIMENTOS S A,110
915863-1-518203,AIR MARINE CARGO INTERNATIONAL  S A,110
2274109-1-785698,GRUPO TURBO DIESEL S A,110
2177631-1-769800,SELLADORES COBIAN S A,110
324333-1-413678,SJD MEDICAL CORPORATION S.A,110
2283767-1-787397,MOTO STRADA S.A.,110
8-472-769,JACKELINE IVETTE PITTI DE CHONG/PROMO GLOBAL CORP. S.A.,110
207289-1-396289,INVERSIONES SUPER ORLANDO S.A.,110
1164554-1-574700,DISTRIBUIDORA LONG S A,110
155587102-2-2014,ASINCRO PANAMA CORPORATION,110
747157-1-479185,IVI  PANAMA  S A,110
4-703-693,INDUSTRIAS BIOSELEC PANAMA,110
1907616-1-723827,MI CASA CHIC S A,110
E-8-96861,DISTRIBUIDORA 3H,110
2160619-1-766867,"CAHESA IMPORT, S.A",110
155586044-2-2014,BANNABA MERCARI S.A.,110
8-887-417,CARLOS A MO YEE / INVERSIONES LA SIMPATIA,110
2536764-1-824309,"AZUL PARADISE, S.A.",110
10-707-1636,GUALBERTO YADIBALER MORRIS DIAZ,110
1644832-1-674462,SPORT TIME  S A,110
2189363-1-771618,PORT & MINING SOLUTIONS PANAMA,110
1852295-1-714013,CIA  KEYSTREAM  INC S A,109
8-824-2487,MATERILAES DE CONST.VACAMONTE,109
155602670-2-2015,SERVIESTIBA S.A,109
8-NT-1-12515,UNIVERSIDAD TECNOLOGICA DE PANAMA,109
TK5948422,TOMOKAZU YAMAMOTO,109
633197-1-456744,BANISTMO S.A,109
2024581-1-743919,PROCOSA INFRAESTRUCTURA S A,109
2623640-1-837066,"TECNOSERVICIOS INTEGRALES, SA",109
65339-89-360869,DISTRIBUIDORA E INVERSIONES IMPERIO S A,109
32646-2-248646,DIVISION DIESEL CORPORATION,109
946321-524832,DORADO CENTER S.A,109
8-NT-2-715786,JORGE LOPEZ / RASTRO MULTIMOTORES?,109
2068065-1-751004,MASDAR INTERNATIONAL CORP,109
2168583-1-768255,EMPACADORA INDUSTRIAL S.A,109
759170-1-482099,"QUALITY TONERS, SA",109
47534-27-307507,EFECTIMEDIOS PANAMA S A,109
2348158-1-797357,"CODIBE, SA",109
2170836-1-768650,ESTRUCTURA HOLDING CORP,109
58116-74-340814,RAVILA S.A,109
4283-8-58158,FABRICA INTERNACIONAL DE CALZADOS S A,109
1232600-1-589138,ACE PILOT  S A,109
16900-66-159650,CARVAJAL EDUCACION  S  A,109
155610103-2-2015,GRUPMEL INTERNACIONAL,109
155645964-2-2017,"MERCAEXPORTS, S.A.",109
155668014-2-2018,PROD. ELECTRICOS DE PANAMA S.A,109
1-725-1990,PASMA STORE(NESRIN YAMAL ABDALLAH CABALLERO DE ABUAWAD),109
2409715-1-806152,"OSNAT GROUP, S.A.",108
2563337-1-828173,CUARTO FRIO SA,108
1131851-1-567291,GRUPO DE INVERSIONES MAI  S  A,108
1953018-1-732117,PROLIFE BIOTECH PANAMA  INC,108
1517378-1-650805,MULTIMODAL LOGISTICS Z L  CORP,108
4-790-468,MOHAMAD HANI ASLAM/EL BOMBAZO DEL DOLLAR,108
155618505-22015,GRUPO LINO/DISTRIBUIDORA Y ALMACEN VENTAS,108
1-513-153,COOP SERV MULTIP JUAN XXIII RL,108
28835-134-525,UNITED AIRLINES INC,108
2497236-1-818440,TELAS INVENCIBLE PEREJIL S.A,108
155600606-2-2015,SUPLIREKOR/GPO.MOREY HERNANDEZ,108
2148822-1-765049,EXPLANACIONES DEL PACIFICO S.A,108
1894807-1-721497,HRS MORENO S A,108
1783075-1-1680,ALFA LAVAL  S  A  SUCURSAL PANAMA,108
1739936-1-694134,MECAR SUPPLIES CORP,108
155616330-2-2015,SCALA PANAMA S.A.,108
39293-71-274983,GRUPO PROVIVIENDA S A,108
4-259-36,DIOGENES VASQUEZ,108
23132-99-205989,GASECO S A,108
8-NT-1-12573,PATRONATO HOSPITAL DEL NI?O,108
TL0117927,KEISUKE ISHIHATA,108
8-NT-2-8664,JUNTA COMUNAL DE SAJALICES,108
2010972-1-741830,REXCARGO PANAMA S A,108
30688-33-239941,PARTES IMPORTADAS S A,108
318257-1-412646,AUTOMATIZACIONES INDUSTRIALES S A,108
2024736-1-743960,PACIFIC  SUPPLIES INTERNATIONAL INC,108
944890-1-524538,BOA SURFBOARDS  S A,108
8-784-1674,CESAR WONG ZHANG,107
2313698-1-791933,SEBUN DEALERS S.A.,107
780893-1-488072,MOTORES MARINOS  S  A,107
8-934-1057,SUPER CENTRO MIRADOR,107
2604857-1-834438,GRUPO INVERSIONISTA DONATO S.A,107
901388-1-514987,NEXSYS DE CENTROAMERICA  S  A,107
55624-79-333990,ELEVADORES GOLDSTAR S A,107
47030-16-305793,QUALIPHARM PANAMA S A,107
1222500-1-586684,ORICA CARIBE  S A,107
2-721-584,CARLOS ROBERTO YAU NG,107
205094-1-395942,PASO ANCHO HYDRO POWER CORP,107
63444-11-354998,ELECTRONICA JAPONESA S A,107
2261991-1-783510,PANAMA LIGTNNING S.A.,107
22725-130-202949,PIONEER INTERNATIONAL LATIN AMERICA S A,107
N-21-719,CAIDY ZHU DE ZHONG,107
2194720-1-772346,DTNI S.A.,107
2549632-1-826197,IMPORTADORA S.A.,107
37852-40-269258,INGENIERIA CONTINENTAL S A,107
2405587-1-805598,MERCALLANTAS S.A.,107
1293932-1-603840,IMPORTADORA Y EXPORTADORA OLAY  S A,107
2307776-1-790766,MARIES S.A.,107
155646591-2-2017,"MEGA SUMINISTROS, S.A.",107
155614885-2-2015,N M J S.A /ZONA FRANCA MALL,107
30518-86-239008,YS INTERNATIONAL S A,106
2319672-1-792777,"DG, Trading, S.A.",106
155615505-2-2015,PORTOFINO VENTAS E INVER S.A.,106
316957-1-412432,ENTERTAINMENT RESTAURANT TOURISM INC,106
410540-1-425848,FABRICA DE BOTAS OLAFO S A,106
62974-57-353681,PARKWAY DE PANAMA S A,106
922498-1-519684,SPC INTERNACIONAL S A,106
155605034-2-2015,"EMPRESA REYCO, S.A.",106
155629962-2-2016,"ITRACER, S.A.",106
155610915-2-2015,"CUBIK DESIGN, SA",106
1502495-1-647979,BALI HOUSE  S A,106
1699076-1-686112,COMERCIALIZADORA HORTICOLA  S A,106
39675-10-276487,PRONTO BEBE S A,106
51722-23-322091,JOYCE & SHELA S A,106
24279-1-367317,APOTEX PANAMA S A,106
4-706-1109,CLAUDIO JIMENEZ,106
3-727-214,DISTRIBUIDORA EL REY SALOMON,106
2059636-1-749486,Corp. Agroganadera de Veraguas,106
875175-1-509953,FORMAS NACIONALES S A  FORNASA,106
2683605-1-845515,"STONE ATELIER, SA",106
1348934-1-616793,Y R R   S A,106
8-929-909,WILLIAM GU QIU/ALMACEN EL UNIVERSAL,106
1593228-1-664970,BORE  S A,105
569113-1-446277,T V   SHOPPING   S A,105
44455-63-295915,PHARMA CHIMIQUE DE PMA IMPORT EXP S A,105
51426-2-321232,MOLINO SAN PABLO S DE R L,105
155602617-2-2015,COMERCDRA. DE MARISCOS CARIBE,105
1426071-1-633004,AGRO INT   S A,105
2484370-1-816709,MNFOTO S.A,105
155606819-2-2015,"MEDICA Y FARMACIA, SA",105
155646169-2-2017,"TEK-LED ILUMINANACION, S.A.",105
31853-70-245139,NOVARTIS PHARMA LOGISTIC INC,105
2613027-1-835634,"LA VICTORIA, S.A.",105
155669808-2-2018,"CLX MULTIPLAZA, S.A.",105
155640741-1-2016,FRESH CUT PANAMA,105
1731529-1-692587,"CONTIMACA DE PANAMA, S.A.",105
38514-2-271831,KOKOA DEL ISTMO S A,105
6526-148-75010,BRINK S PANAMA S A,105
155650119-2-2017,"BCM PANAMA, S.A.",105
155612623-2-2015,"POP GELATO, SA",105
155610103-2-2015,"GRUP MEL INTERNACIONAL, S.A.",105
1006385-1-537214,EQUIPOS Y TALLER CALDITO  S A,105
155612352-2-2015,"MARINICOL Y ASOCIADOS, SA",105
N-20-2199,WEIQIU LUO/CENTRO AUTO REPUESTOS,105
E-8-1066619,JOHN GRAY,105
1062338-1-549784,OTILATAM DE PANAMA S A,105
1509473-1-649368,INSUMOS DE CONSTRUCCION S A,105
922184-1-519603,OMAR SUYUD ABDEL   S A    OSUABSA,105
PE-9-1874,SERGIO FERNANDEZ/GREEN PANAMA RECYCLING,104
4-790-468,MOHAMAD HANI ASLAN ASLAN/EL BOMBAZO D. LA,104
306152-1-410756,NT PANAMA S A,104
20435-57-185073,IMPRESORA PACIFICO S A,104
1182-27-110107,CORPORACION DIXIE S A,104
65353-55-360938,DECO VIDRIO ROJAS S A,104
514836-1-437744,CORPORACION AMERICAN MINERAL INC,104
155610029-2-2015,"GJ DESIGN STUDIO, SA",104
6-707-1327,MARIANA DEL ROCIO PEREZ RAMOS,104
155594426-2-2015,"CORPORACION TARGET PLUS 7, SA",104
2599993-1-833730,DISTRIBUIDORA PANALIMENTOS SA,104
885891-1-511974,MEDIN SALUD  S A,104
519187-1-438300,SMARTBYTES  INC,104
58397-2-341636,ECOTONER S A,104
155617617-2-2015,PACIFIC HOLDING PANAMA S.A. / SUPER STORE,104
E-8-86477,DISTRIBUIDORA CENTENARIO,104
1742704-1-694664,DAMACAJO TRADING  S A,104
1738211-1-693782,MARPORTMAD SHIPPING & LOGISTIC INC,104
155629765-2-2016,AMERICAN MATERIALS TRADING INC,104
1867020-1-716403,BETTIN GROUP  S A,104
1155326-1-572665,THE IRON TOWER  CORP,103
2128314-1-761522,Q S LATINOAMERICA S.A.,103
1926429-1-727251,ENERGY CONTROL  & SUPPLY INC,103
155616043-2-2015,"PANAWASH, S.A.",103
155662138-2-2018,MENARDS S.A,103
1260697-1-595444,DAP COSMETIC  INC,103
1545482-1-656462,SEA LAS PERLAS  S A,103
2635895-1-838797,"ESTILO DE PLAYA, S.A.",103
52090-108-323391,PAAL SA,103
2-118-208,ABRAHAM SANJUR,103
155621056-2-2016,"P.T.Y. BRANDS, S.A.",103
985948-1-533206,AIRMAX GROUP  INC,103
8-725-2249,AG PARTRUCK,103
8-747-1804,GARY CARBONO,103
155596535-2-2015,DISTRIBUIDORA RAVIT S.A.,103
46446-56-303710,ALQUILERES Y VENTAS PANEDI S A,103
2689521-1-846503,DRAGO CORP.,103
2-730-280,MOHAMED WADIE JEBARAH/ABOVE AND BEYONCE,103
1-NT-2-105488,CONSORCIO ASOCIACION ACCIDENTAL CHANGUINOLA,103
2655-1-364203,RODMEN SUPPLIES INC,103
1978163-1-736566,POSTES DE PANAMA  S A,103
1477450-1-643123,LETTER EXPRESS COURIER & LOGISTICS PANAMA  S A,103
1117-564-123326,ADMINISTR.DE CEMENTERIO S.A,103
1546675-1-656586,JEDA VENTAS S A,103
15219-169-146898,MOTOR PARTES S A,103
1099229-1-559323,MABE PANAMA  S A,103
1915965-1-725289,KAS S A,103
155612005-2-2015,TACTICAL PRO SHOP INC,103
1034283-1-543421,CENTRAL HOTEL INVESTMENT INC,103
155590768-2-2015,INTEGRAL GLOBAL PERF.SOLUTION,103
2437896-1-810375,MAINTENANCE PANAMA S.A,103
18533-72-171597,REPRESENTACIONES TAMA S A,102
786324-1-489815,ALTERNETWORKS  CORP,102
1197505-1-581331,DISE OS DE CONCRETO S A,102
1259-328-135973,"GEO MEDIA ,S.A.",102
PE-11-1359,AUTO REPUESTOS 89,102
1788930-1-703302,MEDICAL SALES S A,102
8-NT-2-47063,PROGRAMA MUNDIAL DE ALIMENTOS,102
155629218-2-2016,"QUINTO CLOSET, S.A.",102
870962-1-509179,DREDGING INTERNATIONAL DE PANAMA S A,102
39643-1-369304,NAT PARTS S A,102
60992-1-372519,AGENTE DE SERVICIOS Y SOPORTES TECNICOS,102
4-147-2482,EDGARDO ARIEL CEDE?O,102
155620175-2-2015,FRESCO VEGETALES S A,102
1480786-1-643581,KAL TIRE PANAMA S.A.,102
155610952-2-2015,EUROMAT S.A.,102
1068751-1-551526,ELEVADORES DEL ISTMO  S  A,102
2385845-1-802804,SKY CLIMBER ACCESS SOL PMA,102
1711737-1-688578,KUBIC  S A,102
1273584-1-598647,I B S  NEW CONCEPT  S A,102
8-864-2359,ANA CHONG / MINI IDEAS OCU,102
2520035-1-821680,LUXURY BAKERY CORP,102
305-414-68335,RICARDO PEREZ S.A.,102
155602447-2-2015,SEIJIRO YAZAWA IWAI PMA DOMEST,102
155608084-2-2015,VERSA GROUP S.A.,102
2418382-1-807502,AQUAVIVA BOTTLING COMPANY INC,101
1479836-1-643453,ABRASIL CO   INC,101
155610103-2-2015,GRUPMEL INTERNACIONAL S.A.,101
473994-1-434681,PRODUCTOS G F DE PANAMA S A,101
155673530-2-2018,"FORAGRO PANAMA, S.A.",101
2413082-1-806658,SESGO FOM S.A.,101
1002419-1-536369,PAK PANAMA INTERNACIONAL S A,101
351141-1-417528,H2OSS WATER SUPPLY SYSTEMS INC.,101
1094989-1-558142,CALATEL PANAMA  S A,101
1781404-1-702074,MULTIFIESTAS  S  A,101
39230-21-274738,AQUA SISTEMAS S A,101
1514363-1-650264,SERVICIOS ELECTRONICOS DE PANAMA  S A,101
155585910-2-2014,SYNTHEON PANAMER. SRL,101
414558-1-426439,COMUNICACIONES Y TECNOLOGIA APLICADA DE PANAMA,101
155624442-2-2016,"D BRANDS INTERNATIONAL, INC",101
769318-1-484965,MEDITECH   INTERNATIONAL S A,101
2583066-1-831314,"INVERSIONES BOTANICAL, SA",101
11795-24-117820,INVERSIONES DAYA S A,101
155654458-2-2017,TOOL SOLUTIONS CORP,101
E-8-83180,CAMILA CETINA,100
56158-51-335319,TRANSPORTES ZUPRI S A,100
433794-1-429167,AMITEX S A,100
2309397-1-2142,SULZER PUMPS WASTEWATER SPAIN,100
749873-1-479860,LEATHER & LEATHER IMPORT  INC,100
155639132-2-2016,TECNO ACERO PANAMA S.A.,100
8-900-31,ALICIA CHONG YAU/ ALM. TORTI,100
155611897-2-2015,NICE S.A.,100
2133661-1-762415,ENCOM GLOBAL S.A.,100
218600-1-398098,TRIBRAIN S A,100
1843946-1-712515,CONSTRUCTORA RALEMSA  S  A,100
XDA613367,ZULEIMA BERONICA ROLO VASQUEZ,100
2140439-1-763658,CERAGON NETWORKS DE PANAMA S A,100
2502244-1-819179,ARQUISERV COMPANY S.A,100
N-20-1522,SUPER MERCADO CENTRO CAPIRA,100
17855-1-366482,"JCDECAUX PANAMA, S.A.",100
53172-85-326979,BEBE POROTOS S A,100
2294989-1-789160,"GRUPO TO WINNERS,S.A",100
1840350-1-711900,SISTEMA DE DESARROLLO INTEGRAL S A (SIDISA),100
2261896-1-783499,FERNUECA & CIA IN.,100
102087-1-378789,MARINE ENGINERS CORPORATION  (PANAMA)  INC,100
155596713-2-2015,THE FACTORY HKA CORP,99
155654210-2-2017,"ARCLAD DE PANAMA, S.A.",99
388607-1-422674,LIBERTY TECHNOLOGIES CORP,99
1437501-1-635102,HILTI LATIN AMERICA  S A,99
1370859-1-621668,MARSUTEX   S A,99
1889075-1-720552,DURATEC S.A.,99
1324424-1-611364,INFINITY MEDICAL PANAMA  S  A,99
8-NT-1-13582,MUNICIPIO DE DAVID,99
113168-1-380400,EL PULGERO S A,99
1592999-1-664902,SIGC  S A (SIGCSA),99
57983-38-340438,ENEL FORTUNA SA,99
1183048-1-1349,YOO PANAMA DEVELOPMENT LLC,99
613-286-125637,CENTRO ELECTRICO S A,99
1783129-1-702421,GLOBAL STAR INTERNATIONAL  INC,99
26408-2-223760,INGENIERIA R E C S A,99
966-167-109792,ALM AGROP LA ESTRELLA S A,99
43531-48-291992,"LUCKY CORPORATION,",99
49018-75-313414,DELCO PANAMA S A,99
1838663-1-711609,ENCOFRADOS ALSINA DE PANAMA  S A,99
1822151-1-709187,IMPRESORAS FISCALES DE PANAM   S A,99
1693283-1-685045,PANASOLAR INTERNATIONAL  INC,99
2301798-1-790041,ICECARE CORP,99
155614697-2-2015,"INVERSIONES DON RAMON, SA",98
537-327-115057,MERCANTIL LIMITADA S A,98
4-159-227,MEIBY URE,98
94331-1-377666,LEVEL 3 PANAMA INC,98
2269317-1-2106,SPECTRA INGENIERIA PANAMA S A,98
1540958-1-655671,AVICOLA CAMPEON  S A,98
36633-66-264068,BANESCO S A,98
1226479-1-587616,GREEN CORPORATION PANAMA INC,98
2018723-1-743026,FENIX PLATINUM  S A,98
8-918-1051,MELISSA XU LUO,98
2243184-1-780146,ASESORES CENTRO AMERICA S.A,98
2197055-1-772683,ITALDECO INTERNACIONAL S.A.,98
655847-1-1184,BONA AB BRANCH PANAMA,98
908650-1-516614,INTRAC S A,98
8-491-716,NEDELKA TORRENTE,98
9377-24-95974,INGELMEC S A,98
37506-2-267697,ALMACEN QUINCE SA,98
2592004-1-832438,SERVI. Y SUMINISTROS COMPLETOS,97
8-918-372,CHRISTIAN JOEL LUO WU,97
2524123-1-822243,EQUIBAL S.A,97
509626419,KEN GRABENHOFER,97
505648812,MARK PLASHA,97
155639244-2-2016,INDUST.PANA.DEL PACIFICO S.A.,97
2006165-1-741091,GRUPO WENDYS METRO  S A,97
155600016-2-2015,FCA. LAMINADORA DE VIDRIOS S.A,97
155619167-2-2015,ARQUITECHTONIK WINDOWS INC,97
TR7433055,KOJI YASUGI,97
8-971-1833,LILY LIAO,97
4-73-608,JOSE R.ARAUZ / LIBRERIA MINERVA,97
655-544-133465,CONFECCIONES BOSTON S A,97
27264-106-227397,PESAS Y BALANZAS S A,97
1562076-1-659213,CAS PANAMA  S A,97
2263676-1-783860,GALI COMPANY CORP,97
155655300-2-2017,"DELICIOUS DESSERT, S.A.",97
4-790-468,MOHAMAD HANI ASLAN ASLAN/EL BOMBAZO D.LA,97
2692912-1-847044,ALIANZAS ESTRATEGICAS PANAMA,97
8-718-2369,"PEDRO FONSECA/SNEAKER INTERNATIONAL, INC",97
1770290-1-699837,RICH & NOBLE CORP,97
1299-42-117408,SMITHSONIAN TROPICAL RESEARCH INSTITUTE STRI,96
1133956-1-567895,FRANGO INVESTMENT S A,96
1231828-1-588894,METALES Y CONSTRUCCION PAN  S A,96
155621808-2-2016,IMPORTADORA AMERICA PTY SA,96
1757889-1-697692,AVE MARIA  S A,96
664506-1-461699,RADIADORES ALASKA S A,96
1231576-1-1397,PROCTER & GAMBLE INTERNATIONAL OPERATIONS  S A,96
155644297-2-2017,INVERSIONES NVA. PACIFICA S.A.,96
302584-1-410341,ROCMAR SEA FOOD S A,96
1657148-1-676862,AUTO REPUESTOS LA ESTRELLA  S A,96
8-NT2-8571,JUNTA COMUNAL DE NUEVA GORGONA,96
N-21-1495,FADI MOHAMMAD ASLAM/LAS OFERTAS DEL DOLAR,96
8-900-2364,JORGE LUO / ALMACEN MUNDIAL,96
2318957-1-792638,SISTE GYPSUM Y ACABADOS S.A.,96
1469320-1-641622,TELFER TANKS  INC,96
2486653-1-817005,NEXT LEVEL TECHONOLOGY S.A,96
1131025-1-567049,GRUPO GRAYMAR  S  A,96
1944170-1-730537,HOTEL TOC INC,96
155649272-2-2017,INVER. CREATIVE BROTHERS S.A,96
4-734-42,ALEJANDRA MARIA ARJONA APAEZ,96
155618701-2-2015,"CLEVER MINDS, SA",96
64664-16-358691,"GRUPO GAMA ING & CONSTR,S.A",96
TL0122004,SAKI ISHIKAWA,96
209987-1-396737,CODELCA S A,95
40413-138-279392,HELIPAN CORP,95
